"Hora UNIX";"Distancia";"Ticks";"GIROSCOPIO";"ACELEROMETRO";"MAGNETROMETRO"
1736370019;"000.01";0;" ";" ";" "
1736370019;"000.01";0;" ";" ";" "
1736370019;"000.01";0;" ";" ";" "
1736370019;"000.01";0;" ";" ";" "
1736370019;"000.01";0;" ";" ";" "
1736370019;"000.01";0;" ";" ";" "
1736370019;"000.01";0;" ";" ";" "
1736370019;"000.01";0;" ";" ";" "
1736370019;"000.01";0;" ";" ";" "
1736370020;"000.01";0;" ";" ";" "
1736370020;"000.01";0;" ";" ";" "
1736370020;"000.01";0;" ";" ";" "
1736370020;"000.01";0;" ";" ";" "
1736370020;"000.01";0;" ";" ";" "
1736370020;"000.01";0;" ";" ";" "
1736370020;"000.01";0;" ";" ";" "
1736370020;"000.01";0;" ";" ";" "
1736370020;"000.01";0;" ";" ";" "
1736370020;"000.01";0;" ";" ";" "
1736370020;"000.01";0;" ";" ";" "
1736370020;"000.01";0;" ";" ";" "
1736370020;"000.01";0;" ";" ";" "
1736370020;"000.01";0;" ";" ";" "
1736370020;"000.01";0;" ";" ";" "
1736370020;"000.01";0;" ";" ";" "
1736370020;"000.01";0;" ";" ";" "
1736370020;"000.01";0;" ";" ";" "
1736370020;"000.01";0;" ";" ";" "
1736370020;"000.01";0;" ";" ";" "
1736370020;"000.01";0;" ";" ";" "
1736370020;"000.01";0;" ";" ";" "
1736370020;"000.01";0;" ";" ";" "
1736370020;"000.01";0;" ";" ";" "
1736370020;"000.01";0;" ";" ";" "
1736370020;"000.01";0;" ";" ";" "
1736370020;"000.01";0;" ";" ";" "
1736370020;"000.01";0;" ";" ";" "
1736370020;"000.01";0;" ";" ";" "
1736370020;"000.01";0;" ";" ";" "
1736370020;"000.01";0;" ";" ";" "
1736370020;"000.01";0;" ";" ";" "
1736370020;"000.01";0;" ";" ";" "
1736370021;"000.01";0;" ";" ";" "
1736370021;"000.01";0;" ";" ";" "
1736370021;"000.01";0;" ";" ";" "
1736370021;"000.01";0;" ";" ";" "
1736370021;"000.01";0;" ";" ";" "
1736370021;"000.01";0;" ";" ";" "
1736370021;"000.01";0;" ";" ";" "
1736370021;"000.01";0;" ";" ";" "
1736370021;"000.01";0;" ";" ";" "
1736370021;"000.01";0;" ";" ";" "
1736370021;"000.01";0;" ";" ";" "
1736370021;"000.01";0;" ";" ";" "
1736370021;"000.01";0;" ";" ";" "
1736370021;"000.01";0;" ";" ";" "
1736370021;"000.01";0;" ";" ";" "
1736370021;"000.01";0;" ";" ";" "
1736370021;"000.01";0;" ";" ";" "
1736370021;"000.01";0;" ";" ";" "
1736370021;"000.01";0;" ";" ";" "
1736370021;"000.01";0;" ";" ";" "
1736370021;"000.01";0;" ";" ";" "
1736370021;"000.01";0;" ";" ";" "
1736370021;"000.01";0;" ";" ";" "
1736370021;"000.01";0;" ";" ";" "
1736370021;"000.01";0;" ";" ";" "
1736370021;"000.01";0;" ";" ";" "
1736370021;"000.01";0;" ";" ";" "
1736370021;"000.01";0;" ";" ";" "
1736370021;"000.01";0;" ";" ";" "
1736370021;"000.01";0;" ";" ";" "
1736370021;"000.01";0;" ";" ";" "
1736370021;"000.01";0;" ";" ";" "
1736370021;"000.01";0;" ";" ";" "
1736370022;"000.01";0;" ";" ";" "
1736370022;"000.01";0;" ";" ";" "
1736370022;"000.01";0;" ";" ";" "
1736370022;"000.01";0;" ";" ";" "
1736370022;"000.01";0;" ";" ";" "
1736370022;"000.01";0;" ";" ";" "
1736370022;"000.01";0;" ";" ";" "
1736370022;"000.01";0;" ";" ";" "
1736370022;"000.01";0;" ";" ";" "
1736370022;"000.01";0;" ";" ";" "
1736370022;"000.01";0;" ";" ";" "
1736370022;"000.01";0;" ";" ";" "
1736370022;"000.01";0;" ";" ";" "
1736370022;"000.01";0;" ";" ";" "
1736370022;"000.01";0;" ";" ";" "
1736370022;"000.01";0;" ";" ";" "
1736370022;"000.01";0;" ";" ";" "
1736370022;"000.01";0;" ";" ";" "
1736370022;"000.01";0;" ";" ";" "
1736370022;"000.01";0;" ";" ";" "
1736370022;"000.01";0;" ";" ";" "
1736370022;"000.01";0;" ";" ";" "
1736370022;"000.01";0;" ";" ";" "
1736370022;"000.01";0;" ";" ";" "
1736370022;"000.01";0;" ";" ";" "
1736370022;"000.01";0;" ";" ";" "
1736370022;"000.01";0;" ";" ";" "
1736370022;"000.01";0;" ";" ";" "
1736370022;"000.01";0;" ";" ";" "
1736370022;"000.01";0;" ";" ";" "
1736370022;"000.01";0;" ";" ";" "
1736370022;"000.01";0;" ";" ";" "
1736370022;"000.01";0;" ";" ";" "
1736370023;"000.01";0;" ";" ";" "
1736370023;"000.01";0;" ";" ";" "
1736370023;"000.01";0;" ";" ";" "
1736370023;"000.01";0;" ";" ";" "
1736370023;"000.01";0;" ";" ";" "
1736370023;"000.01";0;" ";" ";" "
1736370023;"000.01";0;" ";" ";" "
1736370023;"000.01";0;" ";" ";" "
1736370023;"000.01";0;" ";" ";" "
1736370023;"000.01";0;" ";" ";" "
1736370023;"000.01";0;" ";" ";" "
1736370023;"000.01";0;" ";" ";" "
1736370023;"000.01";0;" ";" ";" "
1736370023;"000.01";0;" ";" ";" "
1736370023;"000.01";0;" ";" ";" "
1736370023;"000.01";0;" ";" ";" "
1736370023;"000.01";0;" ";" ";" "
1736370023;"000.01";0;" ";" ";" "
1736370023;"000.01";0;" ";" ";" "
1736370023;"000.01";0;" ";" ";" "
1736370023;"000.01";0;" ";" ";" "
1736370023;"000.01";0;" ";" ";" "
1736370023;"000.01";0;" ";" ";" "
1736370023;"000.01";0;" ";" ";" "
1736370023;"000.01";0;" ";" ";" "
1736370023;"000.01";0;" ";" ";" "
1736370023;"000.01";0;" ";" ";" "
1736370023;"000.01";0;" ";" ";" "
1736370023;"000.01";0;" ";" ";" "
1736370023;"000.01";0;" ";" ";" "
1736370023;"000.01";0;" ";" ";" "
1736370023;"000.01";0;" ";" ";" "
1736370023;"000.01";0;" ";" ";" "
1736370024;"000.01";0;" ";" ";" "
1736370024;"000.01";0;" ";" ";" "
1736370024;"000.01";0;" ";" ";" "
1736370024;"000.01";0;" ";" ";" "
1736370024;"000.01";0;" ";" ";" "
1736370024;"000.01";0;" ";" ";" "
1736370024;"000.01";0;" ";" ";" "
1736370024;"000.01";0;" ";" ";" "
1736370024;"000.01";0;" ";" ";" "
1736370024;"000.01";0;" ";" ";" "
1736370024;"000.01";0;" ";" ";" "
1736370024;"000.01";0;" ";" ";" "
1736370024;"000.01";0;" ";" ";" "
1736370024;"000.01";0;" ";" ";" "
1736370024;"000.01";0;" ";" ";" "
1736370024;"000.01";0;" ";" ";" "
1736370024;"000.01";0;" ";" ";" "
1736370024;"000.01";0;" ";" ";" "
1736370024;"000.01";0;" ";" ";" "
1736370024;"000.01";0;" ";" ";" "
1736370024;"000.01";0;" ";" ";" "
1736370024;"000.01";0;" ";" ";" "
1736370024;"000.01";0;" ";" ";" "
1736370024;"000.01";0;" ";" ";" "
1736370024;"000.01";0;" ";" ";" "
1736370024;"000.01";0;" ";" ";" "
1736370024;"000.01";0;" ";" ";" "
1736370024;"000.01";0;" ";" ";" "
1736370024;"000.01";0;" ";" ";" "
1736370024;"000.01";0;" ";" ";" "
1736370024;"000.01";0;" ";" ";" "
1736370024;"000.01";0;" ";" ";" "
1736370024;"000.01";0;" ";" ";" "
1736370025;"000.01";0;" ";" ";" "
1736370025;"000.01";0;" ";" ";" "
1736370025;"000.01";0;" ";" ";" "
1736370025;"000.01";0;" ";" ";" "
1736370025;"000.01";0;" ";" ";" "
1736370025;"000.01";0;" ";" ";" "
1736370025;"000.01";0;" ";" ";" "
1736370025;"000.01";0;" ";" ";" "
1736370025;"000.01";0;" ";" ";" "
1736370025;"000.01";0;" ";" ";" "
1736370025;"000.01";0;" ";" ";" "
1736370025;"000.01";0;" ";" ";" "
1736370025;"000.01";0;" ";" ";" "
1736370025;"000.01";0;" ";" ";" "
1736370025;"000.01";0;" ";" ";" "
1736370025;"000.01";0;" ";" ";" "
1736370025;"000.01";0;" ";" ";" "
1736370025;"000.01";0;" ";" ";" "
1736370025;"000.01";0;" ";" ";" "
1736370025;"000.01";0;" ";" ";" "
1736370025;"000.01";0;" ";" ";" "
1736370025;"000.01";0;" ";" ";" "
1736370025;"000.01";0;" ";" ";" "
1736370025;"000.01";0;" ";" ";" "
1736370025;"000.01";0;" ";" ";" "
1736370025;"000.01";0;" ";" ";" "
1736370025;"000.01";0;" ";" ";" "
1736370025;"000.01";0;" ";" ";" "
1736370025;"000.01";0;" ";" ";" "
1736370025;"000.01";0;" ";" ";" "
1736370025;"000.01";0;" ";" ";" "
1736370025;"000.01";0;" ";" ";" "
1736370025;"000.01";0;" ";" ";" "
1736370026;"000.01";0;" ";" ";" "
1736370026;"000.01";0;" ";" ";" "
1736370026;"000.01";0;" ";" ";" "
1736370026;"000.01";0;" ";" ";" "
1736370026;"000.01";0;" ";" ";" "
1736370026;"000.01";0;" ";" ";" "
1736370026;"000.01";0;" ";" ";" "
1736370026;"000.01";0;" ";" ";" "
1736370026;"000.01";0;" ";" ";" "
1736370026;"000.01";0;" ";" ";" "
1736370026;"000.01";0;" ";" ";" "
1736370026;"000.01";0;" ";" ";" "
1736370026;"000.01";0;" ";" ";" "
1736370026;"000.01";0;" ";" ";" "
1736370026;"000.01";0;" ";" ";" "
1736370026;"000.01";0;" ";" ";" "
1736370026;"000.01";0;" ";" ";" "
1736370026;"000.01";0;" ";" ";" "
1736370026;"000.01";0;" ";" ";" "
1736370026;"000.01";0;" ";" ";" "
1736370026;"000.01";0;" ";" ";" "
1736370026;"000.01";0;" ";" ";" "
1736370026;"000.01";0;" ";" ";" "
1736370026;"000.01";0;" ";" ";" "
1736370026;"000.01";0;" ";" ";" "
1736370026;"000.01";0;" ";" ";" "
1736370026;"000.01";0;" ";" ";" "
1736370026;"000.01";0;" ";" ";" "
1736370026;"000.01";0;" ";" ";" "
1736370026;"000.01";0;" ";" ";" "
1736370026;"000.01";0;" ";" ";" "
1736370026;"000.01";0;" ";" ";" "
1736370026;"000.01";0;" ";" ";" "
1736370026;"000.01";0;" ";" ";" "
1736370027;"000.01";0;" ";" ";" "
1736370027;"000.01";0;" ";" ";" "
1736370027;"000.01";0;" ";" ";" "
1736370027;"000.01";0;" ";" ";" "
1736370027;"000.01";0;" ";" ";" "
1736370027;"000.01";0;" ";" ";" "
1736370027;"000.01";0;" ";" ";" "
1736370027;"000.01";0;" ";" ";" "
1736370027;"000.01";0;" ";" ";" "
1736370027;"000.01";0;" ";" ";" "
1736370027;"000.01";0;" ";" ";" "
1736370027;"000.01";0;" ";" ";" "
1736370027;"000.01";0;" ";" ";" "
1736370027;"000.01";0;" ";" ";" "
1736370027;"000.01";0;" ";" ";" "
1736370027;"000.01";0;" ";" ";" "
1736370027;"000.01";0;" ";" ";" "
1736370027;"000.01";0;" ";" ";" "
1736370027;"000.01";0;" ";" ";" "
1736370027;"000.01";0;" ";" ";" "
1736370027;"000.01";0;" ";" ";" "
